date,globalid__,nama_p,route_number,nama_n,last_edited_date1,pole,tinggi_tiang,pemilikan,road_location,join_count,cam_fix,lat,section_number,arm_using,nam_daerah,created_user,camera_type,road_area,radio_wire,tujuan,tnb_box,connection_method,kod_par,pemaju,speaker,name,closed_circuit_television_type,daerah,cam_ptz,status,remark2,identification_number,hotspot,perunding,created_date1,remark,long,closed_circuit_television_suppo,kod_negeri,target_fid,nam_par,direction,kod_daerah,kontraktor,custodian,cam_anpr,closed_circuit_television_usage,kod_dun,last_edited_user,fasa_projek,nam_dun,id_cctv,jumlah_camera1,objectid,geometry_x,geometry_y
,{E6D1994B-9A0B-45CE-9B8A-6DA0717D0C1D},BUKIT MERTAJAM,,BERAPIT,,NEW POLE,,,LAMPU ISYARAT TAMAN SENTOSA,1,3,5.35348,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.045,,,,,SPT,1,1,,T027,,,,INSTALL NEW CAMERA,100.47234,,07,81,P.045 - BUKIT MERTAJAM,,01,,3,,,N.13,,,N.13 - BERAPIT,10027,4,81,100.47234000035662,5.35348000025646
,{0DF5B780-0408-4109-B8C1-61A4B914036C},BUKIT MERTAJAM,,BERAPIT,,EXISTING (KPKT),,,"LORONG USAHANIAGA 4, BKT MERTAJAM",1,2,5.36188,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.045,,,,,SPT,1,1,,T028,,,,REPLACE NEW CAMERA,100.46674,,07,82,P.045 - BUKIT MERTAJAM,,01,,3,,,N.13,,,N.13 - BERAPIT,10028,3,82,100.46673999979654,5.361880000248312
,{AC3EE0BA-0447-4DD2-B286-BE49E7F23A88},BUKIT MERTAJAM,,BERAPIT,,EXISTING (MBSP),,,SIMPANG JALAN MURTHY/JALAN ASTON ( DEPAN NASI KANDAR CATHAY ),1,3,5.36223,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.045,,,,,SPT,1,1,,T029,,,,REPLACE NEW CAMERA,100.46398,,07,83,P.045 - BUKIT MERTAJAM,,01,,3,,,N.13,,,N.13 - BERAPIT,10029,4,83,100.4639799996323,5.3622299997772656
,{B68B167A-B16D-4248-9331-F7E78C7B6ECD},BUKIT MERTAJAM,,PADANG LALANG,,EXISTING (KPKT),,,"JALAN PASAR, PEKAN BKT MERTAJAM",1,2,5.36358,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.045,,,,,SPT,1,1,,T030,,,,REPLACE NEW CAMERA,100.46074,,07,84,P.045 - BUKIT MERTAJAM,,01,,3,,,N.15,,,N.15 - PADANG LALANG,10030,3,84,100.46073999980358,5.363580000424532
,{E61D84AF-3CE3-469E-A221-E29B5A5F24E9},BUKIT MERTAJAM,,PADANG LALANG,,EXISTING (KPKT),,,SIMPANG JLN TEMBIKAI/JLN PDG LALANG ( BERHADAPAN MAYBANK BKT MERTAJAM ),1,2,5.36522,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.045,,,,,SPT,1,1,,T031,,,,REPLACE NEW CAMERA,100.4447,,07,85,P.045 - BUKIT MERTAJAM,,01,,3,,,N.15,,,N.15 - PADANG LALANG,10031,3,85,100.44470000033938,5.365219999773002
,{E6EF654E-D1F0-4383-896D-C2388DB34612},BUKIT MERTAJAM,,PADANG LALANG,,EXISTING (MBSP),,,LORONG KOTA PERMAI 11 (PASAR AWAM TAMAN KOTA PERMAI),1,2,5.34102,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.045,,,,,SPT,1,1,,T032,,,,REPLACE NEW CAMERA,100.45806,,07,86,P.045 - BUKIT MERTAJAM,,01,,3,,,N.15,,,N.15 - PADANG LALANG,10032,3,86,100.45805999958857,5.341020000186305
,{7CFC57B5-13D6-42F8-89E5-BC1D2DBB0FDD},BUKIT MERTAJAM,,MACHANG BUBUK,,NEW POLE,,,JALAN BUKIT MINYAK/JALAN KOTA PERMAI,1,3,5.33692,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.045,,,,,SPT,1,1,PURPOSE TO INSTALL POLE AT AREA ROUND BOUND,T033,,,,INSTALL NEW CAMERA,100.45495,,07,87,P.045 - BUKIT MERTAJAM,,01,,3,,,N.14,,,N.14 - MACHANG BUBUK,10033,4,87,100.45495000039318,5.336920000341123
,{64025EF7-271F-4CBE-8C01-2930136C87B7},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JLN PERMATANG TINGGI/JLN PERINDUSTRIAN BKT MINYAK,1,3,5.32061,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,,T034,,,,INSTALL NEW CAMERA,100.45456,,07,88,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10034,4,88,100.45455999989483,5.3206099999197685
,{DC94763F-AD3B-4F0D-8F2A-7F92884F2242},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN PINANG,1,2,5.31309,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T035,LKB,,,INSTALL NEW CAMERA,100.44703,,07,89,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10035,3,89,100.4470299996603,5.313090000307714
,{A1FC9F3D-53E9-49BD-91EC-1F388528085B},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN PINANG,1,2,5.31172,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T036,LKB,,,INSTALL NEW CAMERA,100.44083,,07,90,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10036,3,90,100.4408299996498,5.311720000045639
,{4D1F6D08-051B-4B19-B1DF-BE7B862F3AFB},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN PINANG,1,2,5.31576,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T037,LKB,,,INSTALL NEW CAMERA,100.43987,,07,91,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10037,3,91,100.43986999973195,5.315759999984006
,{8ED5429D-8AA6-4AE9-8555-4B14AB34B902},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,TAMAN CENDANA,1,2,5.31192,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T038,LKB,,,INSTALL NEW CAMERA,100.43018,,07,92,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10038,3,92,100.43018000022312,5.3119200000429565
,{CFDB38EA-9E97-489E-BDB7-8B4D68B949DB},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,TAMAN CENDANA,1,2,5.31516,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T039,LKB,,,INSTALL NEW CAMERA,100.42812,,07,93,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10039,3,93,100.42812000038178,5.315159999956856
,{36562FB7-B603-4BA8-9A19-F8D27E08B64C},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,TAMAN CENDANA,1,2,5.31524,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T040,LKB,,,INSTALL NEW CAMERA,100.43017,,07,94,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10040,3,94,100.43017000013718,5.3152400003747955
,{3503EDB8-4CCF-430C-8952-7F264D8979C5},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,TAMAN DELIMA,1,2,5.31584,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T041,LKB,,,INSTALL NEW CAMERA,100.43492,,07,95,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10041,3,95,100.43491999955566,5.315839999638062
,{F13F406D-3110-447C-94F7-1D0CAF433DDC},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,TAMAN DELIMA,1,2,5.32207,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T042,LKB,,,INSTALL NEW CAMERA,100.43427,,07,96,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10042,3,96,100.43426999978281,5.3220700001648815
,{CEFAB246-46CB-48AA-B316-1EF4BC5F2FCE},BUKIT MERTAJAM,,MACHANG BUBUK,,NEW POLE,,,JLN BUKIT MINYAK 2/JLN BUKIT TINGGI,1,3,5.32799,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.045,,,,,SPT,1,1,,T043,,,,INSTALL NEW CAMERA,100.44787,,07,97,P.045 - BUKIT MERTAJAM,,01,,3,,,N.14,,,N.14 - MACHANG BUBUK,10043,4,97,100.4478700000635,5.327990000434319
,{6CD1B236-79E9-4088-B83B-BDB9CBCAAEF0},BUKIT MERTAJAM,,MACHANG BUBUK,,EXISTING (MBSP),,,JALAN BUKIT TENGAH  ( DESA TITI PANJANG),1,2,5.33103,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.045,,,,,SPT,1,1,,T044,,,,REPLACE NEW CAMERA,100.44745,,07,98,P.045 - BUKIT MERTAJAM,,01,,3,,,N.14,,,N.14 - MACHANG BUBUK,10044,3,98,100.44744999958064,5.331029999662036
,{C2A37EEF-F8E9-4B82-9816-8D01A74C10E2},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN CHIAN HENG KAI,1,2,5.34641,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,,T045,,,,INSTALL NEW CAMERA,100.43975,,07,99,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10045,3,99,100.43975000002263,5.34640999975331
,{FA9EC12D-1826-45A8-83F3-9D7C28A55927},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,LINTANG BAYU MUTIARA,1,2,5.34484,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T046,LKB,,,INSTALL NEW CAMERA,100.43893,,07,100,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10046,3,100,100.43892999994216,5.344840000402748
,{DF7652E1-D1CC-4986-83CB-8679D584B3B8},BATU KAWAN,,BUKIT TENGAH,,EXISTING (MBSP),,,SIMPANG JLN TMN BAYU MUTIARA/AUTOCITY,1,2,5.34332,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,,T047,,,,REPLACE NEW CAMERA,100.43658,,07,101,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10047,3,101,100.43658000026132,5.343320000211195
,{F60F0669-85D8-4175-8172-AAAF021232DF},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,FLYOVER BAYU MUTIARA ( JALAN JURU SENTRAL),1,2,5.34294,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T048,,,,INSTALL NEW CAMERA,100.43607,,07,102,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10048,3,102,100.43606999967186,5.342939999839245
,{6C3FA2B6-1771-4B77-98BF-3F9BA6BF6B63},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JLN BUKIT TENGAH/JLN ICON CITY ( HADAPAN STARBUCK CAFÉ ),1,2,5.34536,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T049,HOTSPOT ICON CITY,,,INSTALL NEW CAMERA,100.43461,,07,103,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10049,3,103,100.43461000000872,5.345360000430088
,{1F8F45CA-EB89-4256-AACA-ABDA718356BB},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN ICON CITY,1,2,5.34428,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T050,HOTSPOT ICON CITY,,,INSTALL NEW CAMERA,100.43432,,07,104,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10050,3,104,100.43431999989136,5.344280000086056
,{03381BF5-6C14-4EA0-B06E-EAFA8DE7D961},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN ICON CITY,1,2,5.34285,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,NEARLY WITH TNB CABINET AND FIREFIGHTER LINE PIPE WATER,T051,HOTSPOT ICON CITY,,,INSTALL NEW CAMERA,100.43366,,07,105,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10051,3,105,100.43366000019539,5.342850000069761
,{48BDF8DC-8A0D-4BF4-85F1-EE2B3EB5A40F},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN ICON CITY / JALAN NENAS ,1,2,5.34166,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,NEARLY WITH TNB CABINET AND FIREFIGHTER LINE PIPE WATER,T052,HOTSPOT ICON CITY,,,INSTALL NEW CAMERA,100.43306,,07,106,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10052,3,106,100.43305999958301,5.341659999933267
,{FBA2D2D5-6F1F-41A9-B3F6-C92D95651540},BATU KAWAN,,BUKIT TENGAH,,EXISTING (MBSP),,,JALAN KEBUN NENAS,1,3,5.34103,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,,T053,,,,REPLACE NEW CAMERA,100.43407,,07,107,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10053,4,107,100.43406999968852,5.341029999641778
,{B3FBBF17-FE4D-495B-AAF3-EFD1CEE38FD3},BATU KAWAN,,BUKIT TENGAH,,TRAFFIC LIGHT,,,DARI ARAH SEBERANG JAYA(EXIT HIGHWAY),1,2,5.33944,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,KIV ( HIGHWAY PLUS AREA) NEARLY PIPE LINE GAS NEED TO INSTALL CCTV AT  STREET LIGHT POLE,T054,,,,TRAFFIC LIGHT POLE,100.43234,,07,108,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10054,3,108,100.43233999966547,5.3394400003729015
,{4CA742F2-C50E-4F3A-BEBD-E528DF8B5212},BATU KAWAN,,BUKIT TENGAH,,TRAFFIC LIGHT,,,DARI ARAH TOL JURU,1,2,5.33845,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,KIV ( AREA BOUNDARY UNDER PLUS HIGHWAY ) NEED INSTALL AT STREET LAMP POLE / TRAFFIC LIGHT POLE,T055,,,,TRAFFIC LIGHT POLE,100.43179,,07,109,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10055,3,109,100.43178999992499,5.338449999743588
,{CFC3C7A1-76A3-47AC-9FB5-D0B73293EFC9},PERMATANG PAUH,,SEBERANG JAYA,,TRAFFIC LIGHT,,,JALAN PERUSAHAAN/JALAN KEBUN NENAS,1,3,5.36536,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,KIV ( DON’T ANY SPACE TO INSTALL FOR NEW POLE ) HAVE SOME WAY MANHOLE,T056,,,,TRAFFIC LIGHT POLE,100.43553,,07,110,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10056,4,110,100.43552999979451,5.365360000285451
,{8CEBB412-AF74-44C6-A2AA-50B549B7105C},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JLN PERUSAHAAN/LRG PERUSAHAAN MAJU 8 ( HADAPAN GOLDEN NASMIR HOTEL ),1,2,5.33977,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T057,,,,INSTALL NEW CAMERA,100.42903,,07,111,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10057,3,111,100.42902999985061,5.339769999813548
,{C29F3E2B-E423-40C8-8E87-86849035F79C},BATU KAWAN,,BUKIT TENGAH,,EXISTING (MBSP),,,PERSIMPANGAN JALAN NAGASARI,1,3,5.35748,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,,T058,,,,REPLACE NEW CAMERA,100.40969,,07,112,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10058,4,112,100.40969000039526,5.3574800003023775
,{D3ECF8FF-CE5F-46FF-A2A4-88E42CA8DEE9},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,JALAN PERUSAHAAN MAJU 8B,1,1,5.35402,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T059,HOTSPOT FIZ PRAI,,,,100.40512,,07,113,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10059,2,113,100.40512000030544,5.354020000061748
,{4A57AA62-6131-42D1-8119-1BCC8F40C8D4},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,"TINGKAT PERUSAHAAN 6, PERAI",1,4,5.35539,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T060,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.40041,,07,114,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10060,5,114,100.40041000005958,5.355390000295129
,{90150EB9-156E-48B9-952C-496908188582},BATU KAWAN,,BUKIT TENGAH,,EXISTING (MBSP),,,"TINGKAT PERUSAHAAN 4A , PERAI (HADAPAN PINTU UTAMA KILANG FLEX)",1,3,5.35703,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T061,HOTSPOT FIZ PRAI,,,REPLACE NEW CAMERA,100.39732,,07,115,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10061,4,115,100.39731999996238,5.3570300001756115
,{26C75761-B76B-4C5B-97AB-33C64C9FE0CF},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,"TINGKAT PERUSAHAAN 4A , PERAI (BERHAMPIRAN KILANG MATTEL )",1,3,5.36008,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T062,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.39898,,07,116,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10062,4,116,100.39897999958536,5.36007999957572
,{492A7D65-869C-426B-979B-74A325AC0A5D},BATU KAWAN,,BUKIT TENGAH,,NEW POLE,,,"JALAN PERUSAHAAN 6, PERAI",1,1,5.36172,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T063,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.40115,,07,117,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10063,2,117,100.40115000025048,5.36172000026647
,{D28B164B-8314-4930-9678-4AE00399C25B},BATU KAWAN,,BUKIT TENGAH,,STREET LIGHT,,,"TINGKAT PERUSAHAAN 4B, PERAI",1,2,5.35136,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.046,,,,,SPT,1,1,"KIV ( DON’T  HAVE ANY SUITABLE SPACE TO INSTALL NEW POLE ) HAVE SOME INTERRUPTED SUCH AS TREE, PIPE LINE GAS",T064,HOTSPOT FIZ PRAI,,,STREET LIGHT POLE,100.39441,,07,118,P.046 - BATU KAWAN,,01,,3,,,N.17,,,N.17 - BUKIT TENGAH,10064,3,118,100.3944100002942,5.351360000289704
,{E83B483B-0425-45E0-AE98-051BF61D8BC8},BATU KAWAN,,PERAI,,NEW POLE,,,"LORONG PERUSAHAAN 4, PERAI ( BERHAMPIRAN LOJI RAWATAN KUMBAHAN )",1,2,5.35636,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T065,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.38692,,07,119,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10065,3,119,100.3869199999722,5.356360000361963
,{9EC0351E-6EDA-4752-8B87-16495F66C354},BATU KAWAN,,PERAI,,STREET LIGHT,,,"TINGKAT PERUSAHAAN 4, PERAI (BERHAMPIRAN KILANG TORAY PLASTIC)",1,2,5.35933,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,KIV ( DON’T  HAVE ANY SUITABLE SPACE TO INSTALL NEW POLE ) HAVE SOME INTERRUPTED PIPE LINE GAS,T066,HOTSPOT FIZ PRAI,,,STREET LIGHT POLE,100.38845,,07,120,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10066,3,120,100.3884499999375,5.359330000021237
,{CDC49484-B8A4-4D24-BDDD-41BC4D41A336},BATU KAWAN,,PERAI,,NEW POLE,,,"TINGKAT PERUSAHAAN 4, PERAI (HADAPAN RUMAH PAM MBSP )",1,2,5.36122,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T067,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.38483,,07,121,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10067,3,121,100.38483000044162,5.361220000141418
,{9C081BDB-B11C-41CA-A8E0-91E72FE39C10},BATU KAWAN,,PERAI,,NEW POLE,,,SPG MASUK TINGKAT PERUSAHAAN 4 / LORONG PERUSAAAN 4,1,3,5.36631,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T068,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.38752,,07,122,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10068,4,122,100.38752000029373,5.366310000181397
,{27F630F5-2C02-4346-B45F-EFFC10A5B688},BATU KAWAN,,PERAI,,NEW POLE,,,SPG TRAFFIC LIGHT LORONG PERUSAAAN 4,1,3,5.36875,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T069,HOTSPOT FIZ PRAI,,,INSTALL NEW CAMERA,100.38891,,07,123,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10069,4,123,100.3889100000491,5.368750000404375
,{6A63F701-4376-4373-B5CE-4C9834E96CD1},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,SUSUR KE JAMBATAN PENANG  ( JALAN BARU ),1,3,5.37737,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T070,,,,INSTALL NEW CAMERA,100.40117,,07,124,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10070,4,124,100.40116999961755,5.377369999954767
,{EF9B53A5-DAE2-4F8D-A6B8-F293D545DCF6},BATU KAWAN,,PERAI,,EXISTING (KPKT),,,JALAN PERAI JAYA 3 (HADAPAN MEGAMALL SHOPPING MALL ),1,2,5.37773,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T071,HOTSPOT MEGAMALL,,,REPLACE NEW CAMERA,100.39998,,07,125,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10071,3,125,100.39998000033472,5.37772999990553
,{3AFBD5BA-FE7F-4DB5-97CE-433715599E3C},BATU KAWAN,,PERAI,,NEW POLE,,,JALAN PERAI JAYA 3/ JLN PERAI JAYA 5 (SPG MASUK MEGAMALL SHOPPING MALL),1,2,5.37861,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T072,HOTSPOT MEGAMALL,,,INSTALL NEW CAMERA,100.39822,,07,126,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10072,3,126,100.39822000039773,5.3786099997488215
